Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Tavg_week,precip_week,heat_dw,cool_dw,3_week_avrgPrecipTotal,5_week_avrgPrecipTotal,3_week_avrgTavg,5_week_avrgTavg
1,2011-07-12,87,70,79.0,6.0,63,69.0,0,14,427.0,1928.0,RA,0.0,0.0,0.01,29.25,29.94,5.6,2,7.7,2011,7,77.2857142857,0.0592857142857,5.68571428571,0.0,0.0228571428571,0.102857142857,74.6666666667,71.7714285714
2,2011-07-12,88,71,80.0,1.95448369565,64,69.0,0,15,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.01,29.31,29.92,4.5,4,7.0,2011,7,78.2857142857,0.0207142857143,6.68571428571,0.0,0.022380952381,0.172857142857,75.8095238095,73.0285714286
1,2011-07-13,74,63,69.0,-4.0,57,62.0,0, 4,428.0,1927.0, ,0.0,0.0,0.0,29.35,30.06,10.5,4,10.9,2011,7,77.2857142857,0.0592857142857,5.68571428571,0.0,0.0219047619048,0.098,74.6666666667,71.4285714286
2,2011-07-13,74,66,70.0,1.95448369565,57,63.0,0, 5,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.4,30.04,11.6,4,12.2,2011,7,78.2857142857,0.0207142857143,6.68571428571,0.0,0.0214285714286,0.153142857143,75.7619047619,72.6857142857
1,2011-07-14,82,59,71.0,-2.0,56,63.0,0, 6,428.0,1927.0, ,0.0,0.0,0.0,29.3,30.02,6.5,10,8.0,2011,7,77.2857142857,0.0592857142857,5.68571428571,0.0,0.0214285714286,0.0714285714286,74.8571428571,71.7428571429
2,2011-07-14,82,65,74.0,1.95448369565,56,63.0,0, 9,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.35,30.00,7.3,9,8.7,2011,7,78.2857142857,0.0207142857143,6.68571428571,0.0,0.0190476190476,0.0911428571429,76.0476190476,73.0571428571
1,2011-07-15,87,70,79.0,5.0,60,66.0,0,14,429.0,1926.0, ,0.0,0.0,0.005,29.27,29.98,5.4,9,6.7,2011,7,77.2857142857,0.0592857142857,5.68571428571,0.0,0.0216666666667,0.0567142857143,75.5714285714,72.2857142857
2,2011-07-15,86,71,79.0,1.95448369565,60,67.0,0,14,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.33,29.96,6.2,10,6.8,2011,7,78.2857142857,0.0207142857143,6.68571428571,0.0,0.0190476190476,0.0785714285714,76.7619047619,73.5714285714
1,2011-07-16,89,71,80.0,6.0,61,68.0,0,15,430.0,1925.0,RA,0.0,0.0,0.005,29.32,30.02,3.4,19,4.3,2011,7,77.2857142857,0.0592857142857,5.68571428571,0.0,0.0219047619048,0.056,76.0952380952,72.9428571429
2,2011-07-16,90,74,82.0,1.95448369565,60,68.0,0,17,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.38,30.00,2.5,19,2.7,2011,7,78.2857142857,0.0207142857143,6.68571428571,0.0,0.0188095238095,0.0757142857143,77.3333333333,74.2285714286
1,2011-07-17,95,69,82.0,8.0,69,74.0,0,17,431.0,1925.0, ,0.0,0.0,0.0,29.35,30.06,6.2,22,6.4,2011,7,83.5714285714,1.20857142857,11.9714285714,0.0,0.0219047619048,0.056,76.7142857143,73.6571428571
2,2011-07-17,95,74,85.0,1.95448369565,69,74.0,0,20,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.41,30.04,6.8,23,7.2,2011,7,86.3333333333,0.0264285714286,14.7333333333,0.0,0.0188095238095,0.0757142857143,77.9523809524,75.0
1,2011-07-18,92,80,86.0,12.0,75,78.0,0,21,432.0,1924.0,RA HZ,0.0,0.0,0.01,29.23,29.96,10.6,25,10.8,2011,7,83.5714285714,1.20857142857,11.9714285714,0.0,0.0209523809524,0.0562857142857,77.3333333333,74.3142857143
2,2011-07-18,93,81,87.0,1.95448369565,74,77.0,0,22,480.64673913,1847.34782609,HZ,0.0,0.000108695652174,0.005,29.29,29.94,11.2,24,11.7,2011,7,86.3333333333,0.0264285714286,14.7333333333,0.0,0.012380952381,0.0758571428571,78.5714285714,75.6571428571
1,2011-07-19,93,78,86.0,12.0,72,76.0,0,21,433.0,1923.0, ,0.0,0.0,0.0,29.17,29.89,4.5,7,6.2,2011,7,83.5714285714,1.20857142857,11.9714285714,0.0,0.0209523809524,0.0562857142857,78.0,74.9142857143
2,2011-07-19,92,79,86.0,1.95448369565,73,77.0,0,21,480.64673913,1847.34782609,BR,0.0,0.000108695652174,0.0,29.23,29.86,3.2,6,6.6,2011,7,86.3333333333,0.0264285714286,14.7333333333,0.0,0.012380952381,0.0758571428571,79.1904761905,76.1714285714
1,2011-07-20,99,73,86.0,12.0,73,77.0,0,21,433.0,1923.0,BR HZ,0.0,0.0,0.02,29.08,29.80,9.0,23,10.7,2011,7,83.5714285714,1.20857142857,11.9714285714,0.0,0.0219047619048,0.034,78.7619047619,75.5428571429
2,2011-07-20,100,77,89.0,1.95448369565,73,77.0,0,24,480.64673913,1847.34782609,TS,0.0,0.000108695652174,0.0,29.15,29.78,7.6,23,9.9,2011,7,86.3333333333,0.0264285714286,14.7333333333,0.0,0.012380952381,0.0518571428571,80.0,76.8571428571
1,2011-07-21,99,75,87.0,13.0,70,76.0,0,22,434.0,1922.0,TS,0.0,0.0,0.02,29.1,29.80,6.2,28,8.8,2011,7,83.5714285714,1.20857142857,11.9714285714,0.0,0.022619047619,0.0334285714286,79.380952381,76.0
2,2011-07-21,101,82,92.0,1.95448369565,72,77.0,0,27,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.16,29.77,5.3,26,10.0,2011,7,86.3333333333,0.0264285714286,14.7333333333,0.0,0.0109523809524,0.051,80.6666666667,77.4285714286
1,2011-07-22,88,70,79.0,5.0,70,73.0,0,14,435.0,1921.0,TS TSRA RA BR,0.0,0.0,1.55,29.18,29.88,1.7,9,9.0,2011,7,83.5714285714,1.20857142857,11.9714285714,0.0,0.0964285714286,0.0777142857143,79.2857142857,76.2285714286
2,2011-07-22,100,71,,1.95448369565,70,74.0,,,480.64673913,1847.34782609,TS TSRA BR,0.0,0.000108695652174,0.14,29.23,29.86,3.8,10,8.2,2011,7,86.3333333333,0.0264285714286,14.7333333333,0.0,0.0171428571429,0.055,80.7,77.5588235294
1,2011-07-23,87,70,79.0,5.0,70,73.0,0,14,436.0,1920.0,TS TSRA RA BR,0.0,0.0,6.86,29.23,29.95,0.8,30,5.3,2011,7,83.5714285714,1.20857142857,11.9714285714,0.0,0.423095238095,0.273714285714,79.0952380952,76.4
2,2011-07-23,87,70,79.0,1.95448369565,70,73.0,0,14,480.64673913,1847.34782609,TSRA RA BR VCTS,0.0,0.000108695652174,0.04,29.28,29.93,0.7,20,4.9,2011,7,86.3333333333,0.0264285714286,14.7333333333,0.0,0.0190476190476,0.0561428571429,80.5,77.7352941176
1,2011-07-24,87,72,80.0,6.0,70,73.0,0,15,437.0,1919.0,TS TSRA BR,0.0,0.0,0.18,29.26,29.97,1.5,23,6.4,2011,7,79.2857142857,0.327142857143,7.68571428571,0.0,0.431666666667,0.278857142857,79.2380952381,76.6285714286
2,2011-07-24,87,72,80.0,1.95448369565,69,72.0,0,15,480.64673913,1847.34782609,TS TSRA VCFG,0.0,0.000108695652174,0.02,29.32,29.95,0.7,20,5.7,2011,7,80.5714285714,0.0585714285714,8.97142857143,0.0,0.02,0.0567142857143,80.6,77.9117647059
1,2011-07-25,88,73,81.0,7.0,66,71.0,0,16,438.0,1918.0, ,0.0,0.0,0.0,29.2,29.91,3.4,32,6.5,2011,7,79.2857142857,0.327142857143,7.68571428571,0.0,0.431666666667,0.273714285714,79.4285714286,76.8857142857
2,2011-07-25,90,73,82.0,1.95448369565,67,71.0,0,17,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.01,29.25,29.89,2.1,35,6.1,2011,7,80.5714285714,0.0585714285714,8.97142857143,0.0,0.0204761904762,0.0218571428571,80.8,78.1176470588
1,2011-07-26,83,71,77.0,3.0,63,68.0,0,12,439.0,1918.0, ,0.0,0.0,0.0,29.18,29.88,6.3,5,8.5,2011,7,79.2857142857,0.327142857143,7.68571428571,0.0,0.431666666667,0.260857142857,79.2857142857,76.8571428571
2,2011-07-26,85,72,79.0,1.95448369565,62,68.0,0,14,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.01,29.23,29.86,5.9,6,8.0,2011,7,80.5714285714,0.0585714285714,8.97142857143,0.0,0.0209523809524,0.0198571428571,80.75,78.1176470588
1,2011-07-27,90,68,79.0,5.0,66,70.0,0,14,440.0,1917.0,TS TSRA,0.0,0.0,0.71,29.13,29.85,6.2,16,9.5,2011,7,79.2857142857,0.327142857143,7.68571428571,0.0,0.465238095238,0.280571428571,79.3333333333,77.1428571429
2,2011-07-27,92,72,82.0,1.95448369565,66,71.0,0,17,480.64673913,1847.34782609,TS BR,0.0,0.000108695652174,0.005,29.21,29.84,6.0,16,9.9,2011,7,80.5714285714,0.0585714285714,8.97142857143,0.0,0.0211904761905,0.0194285714286,80.9,78.4411764706
1,2011-07-28,87,73,80.0,6.0,71,74.0,0,15,441.0,1916.0,TSRA RA BR,0.0,0.0,0.7,29.2,29.89,3.2,23,6.8,2011,7,79.2857142857,0.327142857143,7.68571428571,0.0,0.498333333333,0.300285714286,79.6666666667,77.5142857143
2,2011-07-28,88,74,81.0,1.95448369565,71,74.0,0,16,480.64673913,1847.34782609,TS RA,0.0,0.000108695652174,0.005,29.26,29.87,3.3,21,6.8,2011,7,80.5714285714,0.0585714285714,8.97142857143,0.0,0.0180952380952,0.0181428571429,81.25,78.8235294118
1,2011-07-29,86,71,79.0,5.0,67,71.0,0,14,442.0,1915.0,BR,0.0,0.0,0.7,29.28,29.98,4.3,4,5.9,2011,7,79.2857142857,0.327142857143,7.68571428571,0.0,0.531666666667,0.320285714286,79.9047619048,77.9428571429
2,2011-07-29,86,74,80.0,1.95448369565,69,72.0,0,15,480.64673913,1847.34782609,TSRA BR,0.0,0.000108695652174,0.36,29.34,29.96,3.5,4,5.6,2011,7,80.5714285714,0.0585714285714,8.97142857143,0.0,0.0352380952381,0.0284285714286,81.45,79.2941176471
1,2011-07-30,91,67,79.0,5.0,64,70.0,0,14,443.0,1914.0, ,0.0,0.0,0.0,29.35,30.05,2.4,13,3.4,2011,7,79.2857142857,0.327142857143,7.68571428571,0.0,0.531666666667,0.320285714286,80.0476190476,78.2285714286
2,2011-07-30,91,68,80.0,1.95448369565,65,71.0,0,15,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.41,30.03,2.0,11,3.4,2011,7,80.5714285714,0.0585714285714,8.97142857143,0.0,0.0352380952381,0.0282857142857,81.5,79.5882352941
1,2011-07-31,90,68,79.0,5.0,69,73.0,0,14,444.0,1913.0, ,0.0,0.0,0.0,29.35,30.06,4.9,25,5.0,2011,7,79.5714285714,0.0878571428571,7.97142857143,0.0,0.531428571429,0.320285714286,79.8571428571,78.5142857143
2,2011-07-31,91,73,82.0,1.95448369565,69,73.0,0,17,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.41,30.04,4.5,23,5.0,2011,7,80.2857142857,0.139285714286,8.68571428571,0.0,0.035,0.0282857142857,81.45,79.8823529412
1,2011-08-01,91,74,83.0,10.0,72,75.0,0,18,445.0,1911.0, ,0.0,0.0,0.0,29.28,29.99,4.2,27,4.9,2011,8,79.5714285714,0.0878571428571,7.97142857143,0.0,0.512857142857,0.319428571429,80.0,78.8
2,2011-08-01,91,76,84.0,1.95448369565,71,75.0,0,19,480.64673913,1847.34782609,BR HZ,0.0,0.000108695652174,0.0,29.33,29.97,3.1,25,5.9,2011,8,80.2857142857,0.139285714286,8.68571428571,0.0,0.0288095238095,0.0242857142857,81.65,80.1764705882
1,2011-08-02,93,74,84.0,11.0,73,76.0,0,19,446.0,1910.0, ,0.0,0.0,0.43,29.04,29.77,8.3,21,9.1,2011,8,79.5714285714,0.0878571428571,7.97142857143,0.0,0.532857142857,0.331714285714,80.2380952381,79.1428571429
2,2011-08-02,93,74,84.0,1.95448369565,73,77.0,0,19,480.64673913,1847.34782609,TS TSRA HZ,0.0,0.000108695652174,0.28,29.1,29.75,8.0,20,8.5,2011,8,80.2857142857,0.139285714286,8.68571428571,0.0,0.0416666666667,0.0322857142857,81.85,80.5
1,2011-08-03,86,72,79.0,6.0,67,71.0,0,14,447.0,1909.0, ,0.0,0.0,0.0,29.11,29.81,6.9,2,8.0,2011,8,79.5714285714,0.0878571428571,7.97142857143,0.0,0.532857142857,0.331714285714,80.7142857143,79.4
2,2011-08-03,87,73,80.0,1.95448369565,66,71.0,0,15,480.64673913,1847.34782609,BR,0.0,0.000108695652174,0.0,29.16,29.78,9.6,1,10.3,2011,8,80.2857142857,0.139285714286,8.68571428571,0.0,0.0416666666667,0.0322857142857,82.35,80.7352941176
1,2011-08-04,84,69,77.0,4.0,66,69.0,0,12,448.0,1908.0, ,0.0,0.0,0.0,29.25,29.94,5.3,5,6.0,2011,8,79.5714285714,0.0878571428571,7.97142857143,0.0,0.532857142857,0.331571428571,81.0,79.4857142857
2,2011-08-04,82,69,76.0,1.95448369565,67,70.0,0,11,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.3,29.92,4.8,5,6.7,2011,8,80.2857142857,0.139285714286,8.68571428571,0.0,0.0416666666667,0.0314285714286,82.45,80.6764705882
1,2011-08-05,83,69,76.0,3.0,68,71.0,0,11,449.0,1907.0,RA,0.0,0.0,0.005,29.21,29.93,4.0,5,5.5,2011,8,79.5714285714,0.0878571428571,7.97142857143,0.0,0.532857142857,0.331714285714,80.8571428571,79.3428571429
2,2011-08-05,84,70,77.0,1.95448369565,68,71.0,0,12,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.005,29.26,29.91,5.2,7,6.0,2011,8,80.2857142857,0.139285714286,8.68571428571,0.0,0.0419047619048,0.0312857142857,82.35,80.5882352941
1,2011-08-06,85,72,79.0,6.0,70,72.0,0,14,450.0,1906.0,RA BR,0.0,0.0,0.18,29.1,29.82,2.5,5,4.0,2011,8,79.5714285714,0.0878571428571,7.97142857143,0.0,0.54119047619,0.336857142857,80.8095238095,79.2285714286
2,2011-08-06,85,73,79.0,1.95448369565,70,72.0,0,14,480.64673913,1847.34782609,RA BR,0.0,0.000108695652174,0.69,29.15,29.80,1.3,3,3.7,2011,8,80.2857142857,0.139285714286,8.68571428571,0.0,0.0747619047619,0.051,82.2,80.4705882353
1,2011-08-07,86,68,77.0,4.0,69,71.0,0,12,451.0,1904.0,TSRA BR,0.0,0.0,0.75,29.03,29.75,4.6,27,6.4,2011,8,72.1428571429,0.304285714286,0.542857142857,0.0,0.576904761905,0.358285714286,80.5714285714,79.2285714286
2,2011-08-07,87,70,79.0,1.95448369565,69,72.0,0,14,480.64673913,1847.34782609,RA BR HZ,0.0,0.000108695652174,0.49,29.09,29.73,3.6,26,5.6,2011,8,74.0,0.245714285714,2.4,0.0,0.0980952380952,0.065,81.9,80.5
1,2011-08-08,80,68,74.0,1.0,67,69.0,0, 9,452.0,1903.0,RA BR,0.0,0.0,0.63,29.0,29.72,4.0,4,6.2,2011,8,72.1428571429,0.304285714286,0.542857142857,0.0,0.606428571429,0.376285714286,80.0,79.1428571429
2,2011-08-08,80,69,75.0,1.95448369565,67,70.0,0,10,480.64673913,1847.34782609,TSRA RA BR,0.0,0.000108695652174,0.29,29.06,29.70,2.8,6,5.8,2011,8,74.0,0.245714285714,2.4,0.0,0.111666666667,0.0732857142857,81.3,80.4117647059
1,2011-08-09,80,64,72.0,-1.0,61,66.0,0, 7,453.0,1902.0,BR,0.0,0.0,0.0,28.97,29.67,10.8,28,11.1,2011,8,72.1428571429,0.304285714286,0.542857142857,0.0,0.606428571429,0.376285714286,79.3333333333,78.9142857143
2,2011-08-09,82,66,74.0,1.95448369565,61,66.0,0, 9,480.64673913,1847.34782609,BR,0.0,0.000108695652174,0.01,29.03,29.66,11.0,27,11.6,2011,8,74.0,0.245714285714,2.4,0.0,0.112142857143,0.0735714285714,80.7,80.2352941176
1,2011-08-10,77,61,69.0,-4.0,54,61.0,0, 4,454.0,1900.0, ,0.0,0.0,0.0,29.14,29.84,7.3,31,8.7,2011,8,72.1428571429,0.304285714286,0.542857142857,0.0,0.605476190476,0.376142857143,78.5238095238,78.6571428571
2,2011-08-10,78,62,70.0,1.95448369565,54,61.0,0, 5,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.2,29.82,4.4,31,8.0,2011,8,74.0,0.245714285714,2.4,0.0,0.112142857143,0.0735714285714,79.75,79.9705882353
1,2011-08-11,81,57,69.0,-4.0,54,61.0,0, 4,455.0,1859.0, ,0.0,0.0,0.0,29.25,29.95,2.0,24,3.0,2011,8,72.1428571429,0.304285714286,0.542857142857,0.0,0.604523809524,0.376,77.6666666667,78.5428571429
2,2011-08-11,81,60,71.0,1.95448369565,54,61.0,0, 6,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.31,29.93,2.7,23,4.2,2011,8,74.0,0.245714285714,2.4,0.0,0.112142857143,0.0715714285714,78.7,79.8823529412
1,2011-08-12,81,60,71.0,-2.0,59,64.0,0, 6,456.0,1858.0, ,0.0,0.0,0.0,29.22,29.94,8.3,19,8.5,2011,8,72.1428571429,0.304285714286,0.542857142857,0.0,0.530714285714,0.376,77.2857142857,78.4571428571
2,2011-08-12,82,65,74.0,1.95448369565,57,64.0,0, 9,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.28,29.93,8.2,19,8.4,2011,8,74.0,0.245714285714,2.4,0.0,0.105476190476,0.0715714285714,78.4761904762,79.8235294118
1,2011-08-13,83,62,73.0,0.0,64,66.0,0, 8,457.0,1856.0,RA,0.0,0.0,0.75,29.15,29.86,3.6,27,6.7,2011,8,72.1428571429,0.304285714286,0.542857142857,0.0,0.239761904762,0.397428571429,77.0,78.3714285714
2,2011-08-13,84,66,75.0,1.95448369565,63,66.0,0,10,480.64673913,1847.34782609,TS TSRA GR RA BR,0.0,0.000108695652174,0.93,29.2,29.84,5.3,24,7.8,2011,8,74.0,0.245714285714,2.4,0.0,0.147857142857,0.0981428571429,78.2857142857,79.7058823529
1,2011-08-14,75,62,69.0,-3.0,60,63.0,0, 4,458.0,1855.0,RA,0.0,0.0,0.005,29.24,29.95,10.4,36,11.7,2011,8,72.8571428571,0.159285714286,1.25714285714,0.0,0.231428571429,0.397428571429,76.4761904762,77.9714285714
2,2011-08-14,75,62,69.0,1.95448369565,60,63.0,0, 4,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.01,29.29,29.93,11.7,35,12.6,2011,8,73.5714285714,0.0571428571429,1.97142857143,0.0,0.147380952381,0.0982857142857,77.7619047619,79.2941176471
1,2011-08-15,82,57,70.0,-2.0,55,62.0,0, 5,459.0,1854.0, ,0.0,0.0,0.0,29.28,29.98,2.4,2,4.9,2011,8,72.8571428571,0.159285714286,1.25714285714,0.0,0.231428571429,0.386285714286,75.9523809524,77.6857142857
2,2011-08-15,80,59,70.0,1.95448369565,55,62.0,0, 5,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.33,29.96,2.7,5,5.2,2011,8,73.5714285714,0.0571428571429,1.97142857143,0.0,0.146904761905,0.0945714285714,77.1904761905,79.0
1,2011-08-16,85,61,73.0,1.0,58,64.0,0, 8,500.0,1852.0, ,0.0,0.0,0.0,29.32,30.03,2.9,18,3.9,2011,8,72.8571428571,0.159285714286,1.25714285714,0.0,0.231428571429,0.386,75.7619047619,77.5142857143
2,2011-08-16,83,63,73.0,1.95448369565,56,63.0,0, 8,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.38,30.01,2.3,18,3.0,2011,8,73.5714285714,0.0571428571429,1.97142857143,0.0,0.146428571429,0.0942857142857,76.9047619048,78.7941176471
1,2011-08-17,83,62,73.0,1.0,63,67.0,0, 8,501.0,1851.0, ,0.0,0.0,0.0,29.31,30.02,5.6,22,6.0,2011,8,72.8571428571,0.159285714286,1.25714285714,0.0,0.197619047619,0.386,75.4761904762,77.6285714286
2,2011-08-17,83,65,74.0,1.95448369565,61,67.0,0, 9,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.36,30.01,6.0,21,6.2,2011,8,73.5714285714,0.0571428571429,1.97142857143,0.0,0.14619047619,0.0942857142857,76.5238095238,78.9117647059
1,2011-08-18,84,67,76.0,4.0,60,66.0,0,11,502.0,1849.0, ,0.0,0.0,0.0,29.23,29.96,2.3,4,5.2,2011,8,72.8571428571,0.159285714286,1.25714285714,0.0,0.164285714286,0.386,75.2857142857,77.7714285714
2,2011-08-18,85,71,78.0,1.95448369565,62,67.0,0,13,480.64673913,1847.34782609,HZ,0.0,0.000108695652174,0.0,29.28,29.94,2.8,7,5.2,2011,8,73.5714285714,0.0571428571429,1.97142857143,0.0,0.145952380952,0.0942857142857,76.380952381,79.0294117647
1,2011-08-19,87,64,76.0,5.0,63,68.0,0,11,503.0,1848.0, ,0.0,0.0,0.0,29.18,29.89,3.3,14,5.2,2011,8,72.8571428571,0.159285714286,1.25714285714,0.0,0.130952380952,0.385857142857,75.1428571429,77.6857142857
2,2011-08-19,86,67,77.0,1.95448369565,62,68.0,0,12,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.23,29.87,4.7,13,5.8,2011,8,73.5714285714,0.0571428571429,1.97142857143,0.0,0.12880952381,0.0942857142857,76.2380952381,78.9705882353
1,2011-08-20,80,66,73.0,2.0,67,69.0,0, 8,504.0,1846.0,RA FG BR,0.0,0.0,1.11,29.22,29.92,1.3,21,3.4,2011,8,72.8571428571,0.159285714286,1.25714285714,0.0,0.18380952381,0.417428571429,74.8571428571,77.4857142857
2,2011-08-20,79,68,74.0,1.95448369565,67,69.0,0, 9,480.64673913,1847.34782609,TSRA RA BR,0.0,0.000108695652174,0.39,29.28,29.90,2.0,16,4.9,2011,8,73.5714285714,0.0571428571429,1.97142857143,0.0,0.147380952381,0.105428571429,75.9523809524,78.7352941176
1,2011-08-21,80,64,72.0,1.0,58,63.0,0, 7,505.0,1845.0,RA,0.0,0.0,0.005,29.26,29.97,8.0,32,8.5,2011,8,72.8571428571,0.0935714285714,1.25714285714,0.0,0.184047619048,0.417571428571,74.5238095238,77.2
2,2011-08-21,81,66,74.0,1.95448369565,58,64.0,0, 9,480.64673913,1847.34782609,RA BR,0.0,0.000108695652174,0.01,29.32,29.95,7.0,32,7.6,2011,8,73.8571428571,0.0585714285714,2.25714285714,0.0,0.147857142857,0.105714285714,75.5714285714,78.4117647059
1,2011-08-22,82,59,71.0,0.0,59,64.0,0, 6,506.0,1843.0, ,0.0,0.0,0.0,29.3,30.02,1.6,26,4.1,2011,8,72.8571428571,0.0935714285714,1.25714285714,0.0,0.184047619048,0.417285714286,73.9523809524,76.7714285714
2,2011-08-22,82,61,72.0,1.95448369565,59,64.0,0, 7,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.36,30.01,0.7,8,3.5,2011,8,73.8571428571,0.0585714285714,2.25714285714,0.0,0.147857142857,0.105571428571,75.0,77.9705882353
1,2011-08-23,73,62,68.0,-3.0,63,65.0,0, 3,508.0,1842.0,TSRA BR,0.0,0.0,0.65,29.1,29.86,9.1,20,9.8,2011,8,72.8571428571,0.0935714285714,1.25714285714,0.0,0.194523809524,0.435857142857,73.1904761905,76.2571428571
2,2011-08-23,74,66,70.0,1.95448369565,62,65.0,0, 5,480.64673913,1847.34782609,TSRA RA BR,0.0,0.000108695652174,0.4,29.18,29.86,8.4,20,9.5,2011,8,73.8571428571,0.0585714285714,2.25714285714,0.0,0.153571428571,0.117,74.3333333333,77.5
1,2011-08-24,92,69,81.0,10.0,65,70.0,0,16,509.0,1840.0,BR,0.0,0.0,0.0,28.99,29.70,8.2,27,10.7,2011,8,72.8571428571,0.0935714285714,1.25714285714,0.0,0.194523809524,0.435285714286,73.2857142857,76.1142857143
2,2011-08-24,91,70,81.0,1.95448369565,65,70.0,0,16,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.05,29.68,8.1,25,11.0,2011,8,73.8571428571,0.0585714285714,2.25714285714,0.0,0.153571428571,0.117,74.380952381,77.2647058824
1,2011-08-25,83,64,74.0,4.0,59,64.0,0, 9,510.0,1839.0, ,0.0,0.0,0.0,29.26,29.95,4.1,36,7.3,2011,8,72.8571428571,0.0935714285714,1.25714285714,0.0,0.194523809524,0.434714285714,73.1428571429,75.7428571429
2,2011-08-25,80,65,73.0,1.95448369565,59,64.0,0, 8,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.33,29.93,3.1,2,7.0,2011,8,73.8571428571,0.0585714285714,2.25714285714,0.0,0.153571428571,0.117,74.2380952381,76.7058823529
1,2011-08-26,83,59,71.0,1.0,58,63.0,0, 6,511.0,1837.0, ,0.0,0.0,0.0,29.26,29.98,1.9,26,3.3,2011,8,72.8571428571,0.0935714285714,1.25714285714,0.0,0.194285714286,0.390428571429,72.9047619048,75.5142857143
2,2011-08-26,83,61,72.0,1.95448369565,58,64.0,0, 7,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.32,29.97,1.2,20,3.4,2011,8,73.8571428571,0.0585714285714,2.25714285714,0.0,0.153333333333,0.113,74.0,76.5714285714
1,2011-08-27,81,64,73.0,3.0,62,66.0,0, 8,512.0,1835.0, ,0.0,0.0,0.0,29.21,29.93,8.2,2,9.2,2011,8,72.8571428571,0.0935714285714,1.25714285714,0.0,0.185714285714,0.194428571429,72.619047619,75.3428571429
2,2011-08-27,83,67,75.0,1.95448369565,61,66.0,0,10,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.26,29.91,8.1,1,9.3,2011,8,73.8571428571,0.0585714285714,2.25714285714,0.0,0.120476190476,0.111857142857,73.8095238095,76.4571428571
1,2011-08-28,77,61,69.0,-1.0,57,61.0,0, 4,513.0,1834.0, ,0.0,0.0,0.0,29.22,29.93,7.0,2,7.9,2011,8,75.4285714286,0.00928571428571,3.82857142857,0.0,0.15,0.189285714286,72.2380952381,75.0285714286
2,2011-08-28,77,61,69.0,1.95448369565,55,61.0,0, 4,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.26,29.91,8.5,1,9.2,2011,8,76.8571428571,0.0321428571429,5.25714285714,0.0,0.0971428571429,0.111285714286,73.3333333333,76.1428571429
1,2011-08-29,79,59,69.0,-1.0,56,62.0,0, 4,514.0,1832.0, ,0.0,0.0,0.0,29.31,30.01,1.4,2,3.5,2011,8,75.4285714286,0.00928571428571,3.82857142857,0.0,0.12,0.189285714286,72.0,74.6857142857
2,2011-08-29,78,61,70.0,1.95448369565,57,62.0,0, 5,480.64673913,1847.34782609, ,0.0,0.000108695652174,0.0,29.36,30.00,1.1,6,4.2,2011,8,76.8571428571,0.0321428571429,5.25714285714,0.0,0.0833333333333,0.111,73.0952380952,75.8
1,2011-08-30,76,61,69.0,-1.0,56,62.0,0, 4,515.0,1831.0,RA,0.0,0.0,0.04,29.33,30.03,5.3,15,6.3,2011,8,75.4285714286,0.00928571428571,3.82857142857,0.0,0.121904761905,0.190428571429,71.8571428571,74.4571428571
2,2011-08-30,79,64,72.0,1.95448369565,54,61.0,0, 7,480.64673913,1847.34782609,RA,0.0,0.000108695652174,0.02,29.38,30.02,5.9,15,6.8,2011,8,76.8571428571,0.0321428571429,5.25714285714,0.0,0.0838095238095,0.111285714286,73.0,75.6
1,2011-08-31,87,65,76.0,7.0,64,68.0,0,11,516.0,1829.0,RA,0.0,0.0,0.005,29.23,29.95,5.4,17,8.3,2011,8,75.4285714286,0.00928571428571,3.82857142857,0.0,0.122142857143,0.170285714286,72.1904761905,74.3714285714
