Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Tavg_week,precip_week,heat_dw,cool_dw,3_week_avrgPrecipTotal,5_week_avrgPrecipTotal
2,2010-10-20,70,46,58.0,M,35,46,7, 0,-,-, ,M,M,M,0.005,29.09,29.77,9.9,26,12.2,2010,53.714285714285715,0.002142857142857143,0.0,17.88571428571428,0.02595238095238111,0.031571428571428556
1,2010-10-21,56,38,47.0,-3,30,40,18, 0,0611,1701, ,0,M,0.0,0.0,29.25,29.96,9.4,30,10.0,2010,52.42857142857143,0.0035714285714285718,0.0,19.171428571428564,0.02500000000000008,0.03428571428571431
2,2010-10-21,56,41,49.0,M,29,40,16, 0,-,-, ,M,M,M,0.0,29.31,29.96,8.5,30,8.8,2010,53.714285714285715,0.002142857142857143,0.0,17.88571428571428,0.02595238095238111,0.0307142857142857
1,2010-10-22,64,33,49.0,-1,31,42,16, 0,0612,1660, ,0,M,0.0,0.02,29.34,30.07,5.8,21,6.5,2010,52.42857142857143,0.0035714285714285718,0.0,19.171428571428564,0.022142857142857224,0.034857142857142885
2,2010-10-22,65,37,51.0,M,29,42,14, 0,-,-, ,M,M,M,0.01,29.41,30.08,4.9,21,5.1,2010,53.714285714285715,0.002142857142857143,0.0,17.88571428571428,0.02547619047619063,0.030999999999999986
1,2010-10-23,65,54,60.0,11,47,53,5, 0,0613,1658,RA BR,0,M,0.0,0.1,29.20,29.94,10.0,21,11.4,2010,55.285714285714285,0.05642857142857143,0.0,16.31428571428571,0.014523809523809605,0.027714285714285743
2,2010-10-23,67,54,61.0,M,43,52,4, 0,-,-,TSRA RA BR,M,M,M,0.21,29.26,29.95,9.8,20,10.3,2010,56.142857142857146,0.23285714285714285,0.0,15.457142857142848,0.023571428571428726,0.0307142857142857
1,2010-10-24,72,54,63.0,14,53,57,2, 0,0614,1657,RA BR,0,M,0.0,0.05,28.98,29.74,8.4,21,9.6,2010,55.285714285714285,0.05642857142857143,0.0,16.31428571428571,0.013095238095238175,0.02900000000000003
2,2010-10-24,73,57,65.0,M,51,57,0, 0,-,-,TSRA,M,M,M,1.01,29.05,29.74,7.7,20,8.5,2010,56.142857142857146,0.23285714285714285,0.0,15.457142857142848,0.07119047619047635,0.059285714285714275
1,2010-10-25,72,56,64.0,16,56,60,1, 0,0616,1656,BR,0,M,0.0,0.0,28.74,29.50,11.6,19,12.4,2010,55.285714285714285,0.05642857142857143,0.0,16.31428571428571,0.013095238095238175,0.02885714285714289
2,2010-10-25,72,57,65.0,M,56,60,0, 0,-,-,BR,M,M,M,0.01,28.80,29.50,10.1,19,10.7,2010,56.142857142857146,0.23285714285714285,0.0,15.457142857142848,0.07166666666666682,0.05942857142857142
1,2010-10-26,70,54,62.0,14,47,53,3, 0,0617,1654,RA BR,0,M,0.0,0.24,28.55,29.25,24.1,21,26.3,2010,55.285714285714285,0.05642857142857143,0.0,16.31428571428571,0.024523809523809604,0.034285714285714315
2,2010-10-26,71,54,63.0,M,47,54,2, 0,-,-,RA BR,M,M,M,0.4,28.63,29.23,19.2,21,21.4,2010,56.142857142857146,0.23285714285714285,0.0,15.457142857142848,0.09071428571428587,0.06999999999999999
1,2010-10-27,65,43,54.0, 6,32,44,11, 0,0618,1653, ,0,M,0.0,0.0,28.92,29.59,21.8,24,23.2,2010,55.285714285714285,0.05642857142857143,0.0,16.31428571428571,0.024523809523809604,0.034285714285714315
2,2010-10-27,65,43,54.0,M,31,45,11, 0,-,-, ,M,M,M,0.0,29.00,29.60,20.8,25,22.1,2010,56.142857142857146,0.23285714285714285,0.0,15.457142857142848,0.09071428571428587,0.06999999999999999
1,2010-10-28,46,39,43.0,-4,31,38,22, 0,0619,1651, ,0,M,0.0,0.005,29.43,30.10,13.7,28,14.1,2010,55.285714285714285,0.05642857142857143,0.0,16.31428571428571,0.024761904761904843,0.034428571428571454
2,2010-10-28,46,39,43.0,M,30,38,22, 0,-,-, ,M,M,M,0.0,29.49,30.12,14.9,28,15.2,2010,56.142857142857146,0.23285714285714285,0.0,15.457142857142848,0.09071428571428587,0.06999999999999999
1,2010-10-29,50,31,41.0,-6,27,36,24, 0,0620,1650, ,0,M,0.0,0.0,29.48,30.24,6.2,24,8.9,2010,55.285714285714285,0.05642857142857143,0.0,16.31428571428571,0.024761904761904843,0.027000000000000027
2,2010-10-29,50,33,42.0,M,26,36,23, 0,-,-, ,M,M,M,0.0,29.55,30.25,5.3,24,7.0,2010,56.142857142857146,0.23285714285714285,0.0,15.457142857142848,0.09071428571428587,0.06428571428571428
1,2010-10-30,63,42,53.0, 7,32,42,12, 0,0622,1649, ,0,M,0.0,0.0,29.14,29.88,6.5,25,13.3,2010,48.5,0.0,0.0,23.099999999999994,0.024761904761904843,0.027000000000000027
2,2010-10-30,63,41,52.0,M,32,42,13, 0,-,-, ,M,M,M,0.0,29.21,29.90,6.1,24,13.3,2010,49.0,0.0,0.0,22.599999999999994,0.09071428571428587,0.06414285714285713
1,2010-10-31,52,36,44.0,-2,30,38,21, 0,0623,1647, ,0,M,0.0,0.0,29.49,30.20,5.8,1,6.9,2010,48.5,0.0,0.0,23.099999999999994,0.024761904761904843,0.026857142857142885
2,2010-10-31,52,39,46.0,M,31,40,19, 0,-,-, ,M,M,M,0.0,29.55,30.20,9.0,3,9.9,2010,49.0,0.0,0.0,22.599999999999994,0.09071428571428587,0.06271428571428571
1,2011-05-01,63,47,55.0, 2,37,47,10, 0,0448,1849, ,0,M,0.0,0.0,29.26,29.95,11.4,26,11.9,2011,50.714285714285715,0.010714285714285716,0.0,20.88571428571428,0.0,0.0
2,2011-05-01,64,52,58.0,M,37,48,7, 0,-,-, ,M,M,M,0.0,29.32,29.94,11.2,26,11.6,2011,52.0,0.015714285714285715,0.0,19.599999999999994,0.0,0.0
1,2011-05-02,59,42,51.0,-3,31,42,14, 0,0447,1850, ,0,M,0.0,0.0,29.46,30.17,5.3,36,9.9,2011,50.714285714285715,0.010714285714285716,0.0,20.88571428571428,0.0,0.0
2,2011-05-02,60,43,52.0,M,31,42,13, 0,-,-, ,M,M,M,0.0,29.52,30.16,4.6,36,9.9,2011,52.0,0.015714285714285715,0.0,19.599999999999994,0.0,0.0
1,2011-05-03,50,37,44.0,-10,31,38,21, 0,0446,1851,RA,0,M,0.0,0.005,29.50,30.23,6.7,3,7.6,2011,50.714285714285715,0.010714285714285716,0.0,20.88571428571428,0.0016666666666666668,0.0016666666666666668
2,2011-05-03,51,38,45.0,M,30,38,20, 0,-,-,DZ,M,M,M,0.005,29.56,30.23,8.2,2,8.7,2011,52.0,0.015714285714285715,0.0,19.599999999999994,0.0016666666666666668,0.0016666666666666668
1,2011-05-04,59,37,48.0,-6,29,40,17, 0,0444,1852, ,0,M,0.0,0.0,29.63,30.37,4.6,3,7.6,2011,50.714285714285715,0.010714285714285716,0.0,20.88571428571428,0.00125,0.00125
2,2011-05-04,57,37,47.0,M,29,40,18, 0,-,-, ,M,M,M,0.0,29.70,30.37,4.9,3,7.3,2011,52.0,0.015714285714285715,0.0,19.599999999999994,0.00125,0.00125
1,2011-05-05,63,35,49.0,-6,40,46,16, 0,0443,1853,RA BR,0,M,0.0,0.06,29.33,30.12,10.9,20,11.5,2011,50.714285714285715,0.010714285714285716,0.0,20.88571428571428,0.013000000000000001,0.013000000000000001
2,2011-05-05,62,41,52.0,M,39,46,13, 0,-,-,RA,M,M,M,0.1,29.40,30.13,10.4,19,10.9,2011,52.0,0.015714285714285715,0.0,19.599999999999994,0.021,0.021
1,2011-05-06,68,44,56.0, 1,39,48,9, 0,0442,1855,RA,0,M,0.0,0.005,29.11,29.87,6.8,28,7.8,2011,50.714285714285715,0.010714285714285716,0.0,20.88571428571428,0.011666666666666667,0.011666666666666667
2,2011-05-06,69,45,57.0,M,39,49,8, 0,-,-,BR,M,M,M,0.0,29.18,29.87,7.9,27,9.3,2011,52.0,0.015714285714285715,0.0,19.599999999999994,0.0175,0.0175
1,2011-05-07,60,43,52.0,-3,44,48,13, 0,0441,1856, ,0,M,0.0,0.005,29.13,29.85,5.1,5,6.9,2011,50.714285714285715,0.010714285714285716,0.0,20.88571428571428,0.010714285714285716,0.010714285714285716
2,2011-05-07,60,46,53.0,M,46,50,12, 0,-,-, ,M,M,M,0.005,29.18,29.84,5.3,5,7.9,2011,52.0,0.015714285714285715,0.0,19.599999999999994,0.015714285714285715,0.015714285714285715
1,2011-05-08,68,39,54.0,-2,43,49,11, 0,0439,1857, ,0,M,0.0,0.0,29.27,29.98,6.6,6,7.2,2011,64.0,0.10785714285714286,0.0,7.599999999999994,0.009375000000000001,0.009375000000000001
2,2011-05-08,68,44,56.0,M,44,50,9, 0,-,-, ,M,M,M,0.0,29.33,29.97,6.9,6,7.8,2011,65.85714285714286,0.10642857142857144,0.0,5.742857142857133,0.013750000000000002,0.013750000000000002
1,2011-05-09,73,47,60.0, 4,45,53,5, 0,0438,1858,RA,0,M,0.0,0.005,29.15,29.89,14.3,11,14.7,2011,64.0,0.10785714285714286,0.0,7.599999999999994,0.00888888888888889,0.00888888888888889
2,2011-05-09,74,51,63.0,M,46,55,2, 0,-,-, ,M,M,M,0.005,29.21,29.89,15.3,12,15.6,2011,65.85714285714286,0.10642857142857144,0.0,5.742857142857133,0.01277777777777778,0.01277777777777778
1,2011-05-10,90,62,76.0,20,61,66,0,11,0437,1859, ,0,M,0.0,0.0,29.00,29.72,6.2,14,8.6,2011,64.0,0.10785714285714286,0.0,7.599999999999994,0.008000000000000002,0.008000000000000002
2,2011-05-10,91,64,78.0,M,60,66,0,13,-,-,HZ,M,M,M,0.0,29.06,29.71,7.3,17,8.6,2011,65.85714285714286,0.10642857142857144,0.0,5.742857142857133,0.011500000000000002,0.011500000000000002
1,2011-05-11,87,63,75.0,18,66,68,0,10,0436,1860,TS TSRA BR HZ,0,M,0.0,0.13,29.10,29.80,3.5,14,6.6,2011,64.0,0.10785714285714286,0.0,7.599999999999994,0.019090909090909092,0.019090909090909092
2,2011-05-11,88,67,78.0,M,65,69,0,13,-,-,BR HZ,M,M,M,0.28,29.16,29.78,4.4,14,6.4,2011,65.85714285714286,0.10642857142857144,0.0,5.742857142857133,0.03590909090909091,0.03590909090909091
1,2011-05-12,86,58,72.0,15,63,66,0, 7,0435,1901,TS TSRA BR,0,M,0.0,0.29,29.08,29.79,5.6,19,8.1,2011,64.0,0.10785714285714286,0.0,7.599999999999994,0.041666666666666664,0.041666666666666664
2,2011-05-12,87,63,75.0,M,61,66,0,10,-,-,TS BR HZ,M,M,M,0.02,29.13,29.78,4.3,19,7.4,2011,65.85714285714286,0.10642857142857144,0.0,5.742857142857133,0.034583333333333334,0.034583333333333334
1,2011-05-13,77,47,62.0, 4,54,56,3, 0,0434,1902,RA BR,0,M,0.0,0.02,29.00,29.73,10.1,3,11.0,2011,64.0,0.10785714285714286,0.0,7.599999999999994,0.04,0.04
2,2011-05-13,77,47,62.0,M,54,57,3, 0,-,-, ,M,M,M,0.01,29.07,29.71,10.5,1,11.5,2011,65.85714285714286,0.10642857142857144,0.0,5.742857142857133,0.032692307692307694,0.032692307692307694
1,2011-05-14,53,45,49.0,-9,47,48,16, 0,0433,1903,RA BR,0,M,0.0,0.31,29.01,29.73,16.7,2,16.9,2011,64.0,0.10785714285714286,0.0,7.599999999999994,0.05928571428571429,0.05928571428571429
2,2011-05-14,51,46,49.0,M,46,47,16, 0,-,-,RA DZ BR,M,M,M,0.43,29.05,29.72,17.0,1,17.2,2011,65.85714285714286,0.10642857142857144,0.0,5.742857142857133,0.06107142857142857,0.06107142857142857
1,2011-05-15,46,41,44.0,-14,36,41,21, 0,0432,1904,RA BR,0,M,0.0,0.31,29.15,29.86,21.4,2,21.4,2011,54.0,0.055714285714285716,0.0,17.599999999999994,0.07600000000000001,0.07600000000000001
2,2011-05-15,48,42,45.0,M,38,42,20, 0,-,-,RA BR,M,M,M,0.37,29.19,29.84,18.8,1,18.9,2011,55.0,0.057857142857142864,0.0,16.599999999999994,0.08166666666666668,0.08166666666666668
1,2011-05-16,52,37,45.0,-14,30,40,20, 0,0431,1905, ,0,M,0.0,0.0,29.28,30.01,13.5,2,13.9,2011,54.0,0.055714285714285716,0.0,17.599999999999994,0.07125000000000001,0.07125000000000001
2,2011-05-16,53,40,47.0,M,31,40,18, 0,-,-, ,M,M,M,0.0,29.34,30.01,13.9,1,14.1,2011,55.0,0.057857142857142864,0.0,16.599999999999994,0.0765625,0.0765625
1,2011-05-17,60,40,50.0,-9,33,43,15, 0,0430,1906, ,0,M,0.0,0.0,29.21,29.96,12.2,3,12.7,2011,54.0,0.055714285714285716,0.0,17.599999999999994,0.06705882352941177,0.06705882352941177
2,2011-05-17,60,40,50.0,M,35,44,15, 0,-,-, ,M,M,M,0.0,29.27,29.95,13.1,2,13.6,2011,55.0,0.057857142857142864,0.0,16.599999999999994,0.07205882352941177,0.07205882352941177
1,2011-05-18,57,49,53.0,-7,48,49,12, 0,0429,1907,RA DZ BR,0,M,0.0,0.07,29.16,29.89,6.2,2,7.1,2011,54.0,0.055714285714285716,0.0,17.599999999999994,0.06722222222222224,0.06722222222222224
2,2011-05-18,61,50,56.0,M,49,51,9, 0,-,-,RA BR HZ,M,M,M,0.03,29.21,29.88,6.6,1,7.0,2011,55.0,0.057857142857142864,0.0,16.599999999999994,0.06972222222222223,0.06972222222222223
1,2011-05-19,72,49,61.0, 1,53,56,4, 0,0428,1908,BR HZ,0,M,0.0,0.0,29.29,30.00,3.6,2,5.8,2011,54.0,0.055714285714285716,0.0,17.599999999999994,0.0636842105263158,0.0636842105263158
2,2011-05-19,73,50,62.0,M,53,55,3, 0,-,-,BR HZ VCFG,M,M,M,0.0,29.36,30.00,3.0,2,5.0,2011,55.0,0.057857142857142864,0.0,16.599999999999994,0.06605263157894738,0.06605263157894738
1,2011-05-20,73,50,62.0, 1,54,57,3, 0,0427,1909,BR,0,M,0.0,0.0,29.30,30.03,5.5,6,6.0,2011,54.0,0.055714285714285716,0.0,17.599999999999994,0.06050000000000001,0.06050000000000001
2,2011-05-20,72,50,61.0,M,53,56,4, 0,-,-,BR,M,M,M,0.0,29.36,30.03,5.4,7,6.2,2011,55.0,0.057857142857142864,0.0,16.599999999999994,0.06275,0.06275
1,2011-05-21,75,50,63.0, 2,59,62,2, 0,0426,1910,BR,0,M,0.0,0.01,29.13,29.87,7.0,15,8.1,2011,54.0,0.055714285714285716,0.0,17.599999999999994,0.0580952380952381,0.0580952380952381
2,2011-05-21,76,51,64.0,M,59,62,1, 0,-,-,HZ,M,M,M,0.005,29.20,29.87,8.1,15,9.0,2011,55.0,0.057857142857142864,0.0,16.599999999999994,0.06,0.06
1,2011-05-22,87,61,74.0,13,60,64,0, 9,0425,1911,TSRA RA BR,0,M,  T,0.58,28.95,29.70,10.3,19,11.4,2011,58.57142857142857,0.5885714285714286,0.0,13.028571428571425,0.08571428571428573,0.08181818181818183
2,2011-05-22,88,65,77.0,M,59,65,0,12,-,-,TSRA,M,M,M,0.12,29.02,29.69,11.2,18,11.6,2011,60.857142857142854,0.4121428571428571,0.0,10.74285714285714,0.06571428571428571,0.06272727272727273
1,2011-05-23,79,60,70.0, 9,59,64,0, 5,0425,1912, ,0,M,0.0,0.005,28.92,29.62,10.0,25,11.3,2011,58.57142857142857,0.5885714285714286,0.0,13.028571428571425,0.08595238095238096,0.07847826086956522
2,2011-05-23,80,65,73.0,M,59,64,0, 8,-,-, ,M,M,M,0.005,28.98,29.61,11.3,24,12.5,2011,60.857142857142854,0.4121428571428571,0.0,10.74285714285714,0.06595238095238094,0.06021739130434782
1,2011-05-24,66,47,57.0,-5,47,51,8, 0,0424,1913, ,0,M,0.0,0.11,29.15,29.86,12.0,4,12.4,2011,58.57142857142857,0.5885714285714286,0.0,13.028571428571425,0.09095238095238097,0.07979166666666668
2,2011-05-24,69,48,59.0,M,47,53,6, 0,-,-, ,M,M,M,0.01,29.21,29.84,11.1,3,11.5,2011,60.857142857142854,0.4121428571428571,0.0,10.74285714285714,0.06619047619047619,0.05812499999999999
1,2011-05-25,67,47,57.0,-5,52,53,8, 0,0423,1914,TSRA RA BR,0,M,0.0,2.24,28.92,29.67,10.7,3,11.7,2011,58.57142857142857,0.5885714285714286,0.0,13.028571428571425,0.19761904761904764,0.16620000000000001
2,2011-05-25,75,49,62.0,M,53,55,3, 0,-,-,TSRA RA BR,M,M,M,1.9,28.97,29.65,7.8,3,10.1,2011,60.857142857142854,0.4121428571428571,0.0,10.74285714285714,0.15666666666666668,0.1318
1,2011-05-26,49,43,46.0,-16,40,43,19, 0,0422,1915,RA BR,0,M,0.0,1.06,29.15,29.84,17.7,2,17.8,2011,58.57142857142857,0.5885714285714286,0.0,13.028571428571425,0.2452380952380953,0.20057692307692307
2,2011-05-26,50,43,47.0,M,40,43,18, 0,-,-,RA BR,M,M,M,0.61,29.19,29.83,18.8,1,18.9,2011,60.857142857142854,0.4121428571428571,0.0,10.74285714285714,0.18095238095238095,0.15019230769230768
1,2011-05-27,58,40,49.0,-13,41,46,16, 0,0422,1916,RA,0,M,0.0,0.005,29.21,29.93,7.3,5,8.7,2011,58.57142857142857,0.5885714285714286,0.0,13.028571428571425,0.2452380952380953,0.19333333333333333
2,2011-05-27,58,42,50.0,M,41,46,15, 0,-,-,RA,M,M,M,0.01,29.27,29.94,6.6,4,8.0,2011,60.857142857142854,0.4121428571428571,0.0,10.74285714285714,0.1814285714285714,0.145
1,2011-05-28,62,51,57.0,-6,55,55,8, 0,0421,1916,RA BR,0,M,0.0,0.12,29.10,29.83,6.0,18,6.7,2011,58.57142857142857,0.5885714285714286,0.0,13.028571428571425,0.2507142857142858,0.1907142857142857
2,2011-05-28,64,52,58.0,M,55,57,7, 0,-,-,TSRA RA DZ BR HZ,M,M,M,0.23,29.16,29.83,4.4,18,5.8,2011,60.857142857142854,0.4121428571428571,0.0,10.74285714285714,0.19214285714285714,0.14803571428571427
1,2011-05-29,70,52,61.0,-3,59,60,4, 0,0421,1917,TS RA FG+ FG BR,0,M,0.0,1.88,29.16,29.86,3.6,11,5.7,2011,70.28571428571429,0.31,0.0,1.3142857142857025,0.3402380952380953,0.2489655172413793
2,2011-05-29,72,57,65.0,M,60,61,0, 0,-,-,TSRA RA FG+ BR,M,M,M,0.92,29.23,29.86,3.6,11,6.6,2011,72.85714285714286,0.23,1.2571428571428669,0.0,0.23595238095238097,0.17465517241379308
1,2011-05-30,88,56,72.0, 8,65,69,0, 7,0420,1918, ,0,M,0.0,0.0,29.26,29.97,12.4,20,12.8,2011,70.28571428571429,0.31,0.0,1.3142857142857025,0.3400000000000001,0.24066666666666667
2,2011-05-30,90,65,78.0,M,65,70,0,13,-,-, ,M,M,M,0.0,29.33,29.96,11.2,19,11.6,2011,72.85714285714286,0.23,1.2571428571428669,0.0,0.2357142857142857,0.1688333333333333
1,2011-05-31,85,69,77.0,13,64,68,0,12,0420,1919,TS,0,M,0.0,0.08,29.34,30.04,12.4,22,13.2,2011,70.28571428571429,0.31,0.0,1.3142857142857025,0.3438095238095239,0.23548387096774193
2,2011-05-31,88,69,79.0,M,65,70,0,14,-,-,RA,M,M,M,0.005,29.41,30.02,12.4,22,13.2,2011,72.85714285714286,0.23,1.2571428571428669,0.0,0.23595238095238097,0.16354838709677416
1,2011-06-01,81,59,70.0, 6,49,59,0, 5,0419,1920, ,0,M,0.0,0.0,29.44,30.17,10.7,27,10.5,2011,70.28571428571429,0.31,0.0,1.3142857142857025,0.3376190476190477,0.228125
2,2011-06-01,82,63,73.0,M,49,59,0, 8,-,-, ,M,M,M,0.0,29.51,30.15,11.5,26,11.5,2011,72.85714285714286,0.23,1.2571428571428669,0.0,0.2226190476190476,0.15843749999999998
1,2011-06-02,69,56,63.0,-1,44,53,2, 0,0419,1920,RA,0,M,0.0,0.02,29.45,30.19,9.0,6,9.4,2011,70.28571428571429,0.31,0.0,1.3142857142857025,0.3247619047619048,0.2218181818181818
2,2011-06-02,69,57,63.0,M,45,53,2, 0,-,-,RA,M,M,M,0.005,29.51,30.18,8.9,6,9.6,2011,72.85714285714286,0.23,1.2571428571428669,0.0,0.2219047619047619,0.15378787878787878
1,2011-06-03,87,55,71.0, 7,62,67,0, 6,0418,1921, ,0,M,0.0,0.01,29.31,30.04,10.8,17,11.5,2011,70.28571428571429,0.31,0.0,1.3142857142857025,0.32428571428571434,0.21558823529411764
2,2011-06-03,88,57,73.0,M,61,67,0, 8,-,-,RA,M,M,M,0.18,29.37,30.03,10.0,16,10.6,2011,72.85714285714286,0.23,1.2571428571428669,0.0,0.23,0.15455882352941175
1,2011-06-04,92,64,78.0,14,64,68,0,13,0418,1922,TSRA,0,M,0.0,0.18,29.31,30.02,1.4,26,8.5,2011,70.28571428571429,0.31,0.0,1.3142857142857025,0.31809523809523815,0.21457142857142855
2,2011-06-04,91,67,79.0,M,64,69,0,14,-,-, ,M,M,M,0.5,29.38,30.00,3.0,26,8.1,2011,72.85714285714286,0.23,1.2571428571428669,0.0,0.23333333333333334,0.1644285714285714
1,2011-06-05,85,60,73.0, 8,55,62,0, 8,0417,1923, ,0,M,0.0,0.005,29.36,30.08,3.1,7,5.4,2011,70.57142857142857,0.23642857142857143,0.0,1.028571428571425,0.30357142857142866,0.2147142857142857
2,2011-06-05,84,63,74.0,M,55,62,0, 9,-,-, ,M,M,M,0.01,29.41,30.06,2.7,8,5.0,2011,71.71428571428571,0.48714285714285716,0.11428571428571388,0.0,0.21619047619047618,0.16471428571428567
1,2011-06-06,93,60,77.0,11,64,69,0,12,0417,1923, ,0,M,0.0,0.0,29.15,29.89,8.5,20,9.7,2011,70.57142857142857,0.23642857142857143,0.0,1.028571428571425,0.30357142857142866,0.2147142857142857
2,2011-06-06,94,62,78.0,M,63,69,0,13,-,-, ,M,M,M,0.0,29.22,29.88,7.8,20,8.6,2011,71.71428571428571,0.48714285714285716,0.11428571428571388,0.0,0.21619047619047618,0.16471428571428567
1,2011-06-07,96,75,86.0,20,65,72,0,21,0417,1924, ,0,M,0.0,0.0,29.11,29.82,10.3,23,10.6,2011,70.57142857142857,0.23642857142857143,0.0,1.028571428571425,0.30357142857142866,0.21457142857142855
2,2011-06-07,96,77,87.0,M,64,72,0,22,-,-, ,M,M,M,0.0,29.18,29.80,9.7,23,10.1,2011,71.71428571428571,0.48714285714285716,0.11428571428571388,0.0,0.21619047619047618,0.16457142857142854
1,2011-06-08,95,66,81.0,15,64,71,0,16,0417,1925,TSRA,0,M,0.0,0.17,29.13,29.81,11.6,24,13.4,2011,70.57142857142857,0.23642857142857143,0.0,1.028571428571425,0.3083333333333334,0.2194285714285714
2,2011-06-08,96,67,82.0,M,63,71,0,17,-,-,TSRA BR,M,M,M,0.69,29.20,29.80,9.3,23,12.1,2011,71.71428571428571,0.48714285714285716,0.11428571428571388,0.0,0.24761904761904763,0.18428571428571427
1,2011-06-09,69,50,60.0,-6,52,55,5, 0,0416,1925,TSRA RA BR,0,M,  T,0.93,29.28,30.00,8.0,4,12.5,2011,70.57142857142857,0.23642857142857143,0.0,1.028571428571425,0.35261904761904767,0.24428571428571424
2,2011-06-09,69,52,61.0,M,54,56,4, 0,-,-,TSRA BR,M,M,M,2.17,29.34,29.98,7.0,4,12.0,2011,71.71428571428571,0.48714285714285716,0.11428571428571388,0.0,0.35095238095238096,0.2434285714285714
1,2011-06-10,69,51,60.0,-7,56,57,5, 0,0416,1926,RA BR HZ,0,M,0.0,0.52,29.21,29.94,6.4,3,8.0,2011,70.57142857142857,0.23642857142857143,0.0,1.028571428571425,0.37738095238095243,0.25899999999999995
2,2011-06-10,71,51,61.0,M,56,58,4, 0,-,-,TS TSRA BR HZ,M,M,M,0.44,29.26,29.92,6.1,1,7.5,2011,71.71428571428571,0.48714285714285716,0.11428571428571388,0.0,0.3719047619047619,0.25599999999999995
1,2011-06-11,62,52,57.0,-10,54,55,8, 0,0416,1926,RA DZ FG+ FG BR,0,M,0.0,0.03,29.24,29.95,4.7,5,5.7,2011,70.57142857142857,0.23642857142857143,0.0,1.028571428571425,0.3783333333333334,0.2597142857142856
2,2011-06-11,65,53,59.0,M,54,56,6, 0,-,-,TSRA RA DZ BR,M,M,M,0.1,29.29,29.94,5.4,2,5.8,2011,71.71428571428571,0.48714285714285716,0.11428571428571388,0.0,0.37642857142857145,0.2587142857142857
1,2011-06-12,64,50,57.0,-11,45,52,8, 0,0416,1927,BR,0,M,0.0,0.0,29.38,30.10,8.3,3,8.9,2011,66.28571428571429,0.12000000000000001,0.0,5.3142857142857025,0.35071428571428576,0.2597142857142856
2,2011-06-12,64,51,58.0,M,45,52,7, 0,-,-, ,M,M,M,0.0,29.44,30.09,9.4,2,9.9,2011,67.57142857142857,0.12428571428571429,0.0,4.028571428571425,0.3707142857142857,0.2587142857142857
1,2011-06-13,72,54,63.0,-5,43,53,2, 0,0416,1927, ,0,M,0.0,0.0,29.39,30.11,7.5,6,7.8,2011,66.28571428571429,0.12000000000000001,0.0,5.3142857142857025,0.35047619047619055,0.25957142857142845
2,2011-06-13,71,56,64.0,M,43,53,1, 0,-,-, ,M,M,M,0.0,29.44,30.11,8.0,6,8.7,2011,67.57142857142857,0.12428571428571429,0.0,4.028571428571425,0.3704761904761905,0.2585714285714285
1,2011-06-14,77,53,65.0,-3,49,56,0, 0,0416,1928, ,0,M,0.0,0.0,29.25,30.01,7.8,9,8.6,2011,66.28571428571429,0.12000000000000001,0.0,5.3142857142857025,0.3452380952380953,0.25957142857142845
2,2011-06-14,77,58,68.0,M,49,57,0, 3,-,-, ,M,M,M,0.0,29.31,30.00,7.8,9,8.3,2011,67.57142857142857,0.12428571428571429,0.0,4.028571428571425,0.37,0.2585714285714285
1,2011-06-15,71,57,64.0,-4,59,61,1, 0,0416,1928,TSRA RA BR,0,M,0.0,0.8,29.00,29.73,9.2,15,11.2,2011,66.28571428571429,0.12000000000000001,0.0,5.3142857142857025,0.27666666666666667,0.2787142857142856
2,2011-06-15,72,57,65.0,M,59,62,0, 0,-,-,TSRA RA BR,M,M,M,0.84,29.07,29.73,8.4,16,11.2,2011,67.57142857142857,0.12428571428571429,0.0,4.028571428571425,0.31952380952380954,0.2745714285714285
1,2011-06-16,81,61,71.0, 2,59,63,0, 6,0416,1929,RA BR,0,M,0.0,0.04,29.05,29.76,5.5,29,7.5,2011,66.28571428571429,0.12000000000000001,0.0,5.3142857142857025,0.22809523809523813,0.27157142857142846
2,2011-06-16,81,62,72.0,M,59,63,0, 7,-,-,RA BR,M,M,M,0.03,29.12,29.75,6.6,26,9.1,2011,67.57142857142857,0.12428571428571429,0.0,4.028571428571425,0.29190476190476194,0.2748571428571428
1,2011-06-17,82,60,71.0, 2,60,64,0, 6,0416,1929, ,0,M,0.0,0.0,29.13,29.83,5.8,6,6.6,2011,66.28571428571429,0.12000000000000001,0.0,5.3142857142857025,0.2278571428571429,0.2709999999999999
2,2011-06-17,82,64,73.0,M,60,65,0, 8,-,-, ,M,M,M,0.0,29.18,29.81,5.3,7,6.2,2011,67.57142857142857,0.12428571428571429,0.0,4.028571428571425,0.2914285714285715,0.2745714285714285
1,2011-06-18,84,61,73.0, 3,62,65,0, 8,0416,1929, ,0,M,0.0,0.0,29.10,29.82,4.6,6,6.4,2011,66.28571428571429,0.12000000000000001,0.0,5.3142857142857025,0.2221428571428572,0.262142857142857
2,2011-06-18,83,63,73.0,M,62,66,0, 8,-,-, ,M,M,M,0.0,29.16,29.80,4.5,8,6.4,2011,67.57142857142857,0.12428571428571429,0.0,4.028571428571425,0.2804761904761905,0.26228571428571423
